Date,Time,Tweet,Sentiment,Relevance
1/30/2022,18:08:44,$TSLA stock is down almost 32% from its highs when I got bearish on it at 1210.  Since it’s IPO the stock has had similar 30% + drawdowns about 16-17 times with the drawdowns exceeding 50% atleast 3 times   Now $820   I am a long term Tesla Bull.,0,440.0
1/26/2022,10:00:39,I drove the lucid! It was fun.  I like it. Another great EV although a very expensive car. No it’s not a Tesla.  That’s ok.  It’s a great EV. @LucidMotors $lcid $tsla  https://t.co/WVbWHea2Df,0,1333.0
4/23/2022,14:41:08,"Bill Gates is 'combating climate change', yet shorting $TSLA, the leading company in sustainable energy.  #Tesla @elonmusk",0,382.0
2022-04-05,09:00:52,Shanghai shut down til April 18 means $TSLA takes a ~40k hit to production this quarter.,0.0,927.0
2020-09-02,11:22:24,Tesla fans. Don’t be alarmed. It’s called profit taking. All of us responsible institutions do it. Even tesla sold tesla stock at $500. This is all normal. Now it has to find a price level it’s happy at before it can move higher again. $tsla,0.0,1415.0
12/29/2021,7:51:28,"""Tesla's valuation is for lack of a better word: absurd. For @Tesla at $1,000 to be represented in the valuation it needs to go from selling roughly 900,000 cars a year to 20M cars a year,"" says $TSLA bear @GordonJohnson19 on his outlook.  https://t.co/69JeShYk8P",0,474.0
2020-12-18,10:04:26,$Tsla Forced to Stop Construction at Gigafactory Berlin Due to Missing $100M Deposit -Electrek,0.0,996.0
2020-08-26,11:05:21,Imagine not buying $tsla on the dip.   You’d have to be a moron.    https://t.co/5hzCSX5SZ0,0.0,1201.0
11/8/21,13:42:54,That’s it? How lame.  $TSLA  https://t.co/KpfeN1r1bt,0,1587.0
3/22/2022,5:49:04,Recently there are lots of Bulls turned into Bears. A Tesla bull sold 200 shares of $TSLA at $800 before it surged to $900. 🤦‍♂️  No matter what..Time in the markets &gt; Timing the markets. Do not buy high sell low for silly reason. As long as you are long term. You should be fine,0,182.0
11/9/2021,18:31:06,Tesla is already down almost -20% which is a bear market. An Exxon worth of market cap ~$250b has been vapourized in two days. This decline is faster than the one.  The breakout gap looms (same level as 50 dma).  After that bulls will realize this was a massive fakeout.  https://t.co/Pupk4jbQW1,0,106.0
2/23/2022,15:00:06,I’m drinking today. $TSLA  https://t.co/zIhWB74GDm,0,3179.0
12/22/21,21:30:15,"BREAKING: Tesla has filed two Form 4's tonight, showing Elon Musk sold another 934k $TSLA shares today as part of his 10B5-1 plan.  Filing:  https://t.co/6VxzIngzwP  https://t.co/zMb4AQn8SU",0,1433.0
4/22/2022,12:06:21,@Phylan Tesla Autopilot thought the plane was a cyclist.,0,84.0
12/29/21,18:36:48,"Thank you sir, I’ll have another!!! 😂😂😂 🤡 #tesla $TSLA $TSLAQ  https://t.co/rp8mRpJ1mU",0,1264.0
12/11/21,23:36:33,The place where real American cars are made 🇺🇸  @Tesla #Tesla #Model3 $TSLA  https://t.co/HDEXP0bNwe,0,2144.0
2022-03-28,07:03:04,$TSLA bears were right. stonk going to $100 after 10 for 1 split,0.0,1187.0
2020-09-02,10:07:55,"$TSLA shares in freefall, falling to levels not seen since last Friday",0.0,942.0
9/29/2021,17:17:46,One-time big Tesla bull Chamath Palihapitiya says he sold his position  https://t.co/TFtszsjBYQ,0,218.0
2020-11-25,23:28:58,@Scobleizer @Tesla @elonmusk What the fuck? Are you really telling a dead dude thanks for unnecessarily dying so you can have better adaptive cruise control?,0.0,2653.0
2/11/2022,5:59:40,Tesla Giga Berlin’s delays are shining a light on Germany’s cumbersome approval processes  https://t.co/OUNqId93FS by @ResidentSponge,0,494.0
2020-05-12,13:06:55,Billionaires who think they're above the law and risk the lives of workers shouldn't get away with it.   Tell @elonmusk to close his factory until health experts say it's safe.  Boycott @Tesla.,0.0,6246.0
11/6/21,16:26:35,@elonmusk Everyone holding $TSLA calls over the weekend  https://t.co/v1ClVLn3KQ,0,2401.0
2/9/2022,14:31:15,Tesla Gigafactory Berlin approval delays push back production start to mid-March: rbb24  https://t.co/QcwlgjnDrL by @KlenderJoey,0,428.0
11/15/21,10:49:27,BREAKING: $TSLA drops to levels not seen since…..15 trading days ago. 🙃  https://t.co/Bs8HXY1SUf,0,1496.0
2020-08-28,18:38:34,Can’t wait for $TSLA to drop 80% on Monday,0.0,878.0
12/7/21,14:38:14,"🚨BREAKING🚨  It is estimated $TSLA shorts lost $900 million today, bringing their total losses for 2021 over $10 billion.",0,3975.0
12/11/21,13:39:23,Tesla  Autopilot just saved a life in Louisiana.   This video was sent to me by Dan B. in the Louisiana Tesla FB group to share on Twitter. @elonmusk $tsla   Thanks @Tesla for making life saving technology.  https://t.co/muqdvGvZgb,0,14399.0
2022-04-09,11:23:05,Thank you to everyone who came out to celebrate the first Giga Texas deliveries and party with us. Yeehaw!  https://t.co/w4LJR79l5b,1.0,47954.0
4/20/2022,18:00:03,Tesla earnings on 4/20. Are we all living in an @elonmusk simulation?,1,105.0
3/3/2022,17:12:40,"BREAKING: Panasonic To Build U.S. Battery Plant To Supply $TSLA - Bloomberg  Oklahoma, Kansas Candidates For Panasonic U.S. Plant  https://t.co/ZBCWFNyWGJ",1,2492.0
2022-03-21,03:48:57,Police release a composite sketch of the suspected $TSLA driver of Echo park in an effort to help thier search efforts  https://t.co/YHfu0W9vcl,1.0,2198.0
2020-08-12,07:01:58,Tesla lawsuit defendant Martin Tripp fires lawyers after $TSLA short financing is revealed  https://t.co/tzkQuBLx7r  https://t.co/WB0EVlVihY,1.0,4701.0
2022-04-07,02:29:07,Cyber Rodeo livestream will start at 9 pm CT on April 7,1.0,13420.0
2020-05-11,12:54:37,Hey @elonmusk: Hidalgo County @JudgeCortez and @GovAbbott are ready to accommodate @Tesla. @john_jwitt #HidalgoCounty #WelcomeTesla  https://t.co/YSINvFM8Ca,1.0,15475.0
1/27/2022,21:06:19,"@elonmusk At some point most will realise Tesla’s lead is unassailable and just license FSD imo.  After all, when Tesla has data showing FSD is 2x, 5x, 10x safer than human and second place isn’t even at human-level…. is licensing FSD really a choice or an obligation?  $TSLA @elonmusk",1,1986.0
2020-12-18,19:03:17,TESLA BREAKS THE ALL-TIME VOLUME RECORD WITH $148 BILLION WORTH OF SHARES TRADED TODAY - BBG $TSLA moar,1.0,891.0
2/12/2022,18:01:19,Listen me .. if u r a #bitcoin bull then you cannot be $tsla bear   And if you are a Tesla $tsla bear you cannot be a #btc bull   Don’t ask me why it is so,1,234.0
2020-07-23,07:58:14,@LudaLisl @Tesla Can’t emphasize this enough,1.0,12919.0
11/16/2021,15:40:45,Have a look at Michael Burry’s latest 13F. You will find that he closed his Tesla short and his ARK short. Is this your king $TSLA bears?,1,1274.0
2022-04-08,01:54:44,"Elon being the richest man on Planet and the best engineer, he is sooo humble and shy in front of ordinary people. How can you not love this man! $tsla",1.0,2077.0
10/25/2021,16:36:14,this market is easy to manipulate.. low volumes and all liquidity comes from options.. tesla has been manipulated to reach this level.. this is not question of being bulls/bears this is real wall street mafia,1,191.0
2020-07-28,23:27:21,"If successful, which we believe will be the case, a $TSLA ride-hailing service will lower the probability of our bear case substantially during the next five years, bolstering our base case at ~$7,000. We are encouraged that few analysts are modeling this possibility!",1.0,2194.0
11/18/21,9:24:49,"Dear @POTUS:  @GM did NOT lead the EV revolution.  @Tesla led the revolution, and dragged everybody else into it kicking and screaming.  It's high time you recognize the American company truly doing the work.  Without Tesla, there would be no EV revolution.",1,1682.0
12/24/21,21:20:48,"Further proof that when @elonmusk said “@Tesla isn’t exactly a car, it’s a thing, to maximize enjoyment…” Elon meant it. Thank you to all the engineers who worked to bring so much holiday joy this week to us owners! Happy Holidays and Merry Christmas 🎄🎁 !! @kk1888  https://t.co/ZpHlNNLVyk",1,3235.0
2020-07-08,10:17:27,"Tesla China Model 3 Achieves New Sales Record Of 14,954 Units, 23% Of China’s Total EV Market In June  This an incredible achievement from the @teslacn team!! Congrats @elonmusk &amp; well done 💪🏻💪🏻❤️❤️  $TSLA #Tesla #China  By @EvaFoxU   https://t.co/HaYDoRM1hd",1.0,5744.0
2020-03-07,14:39:12,WE DID IT!!!  Official time : 73 hours 27 minutes  48 seconds   6133 Kms / 3810 miles across Canada using the Supercharging network 👍🏼👍🏼👍🏼  Special thanks to @elonmusk and @Tesla for making the most amazing car and charging network! @IanPavelko  #YesYouCan #FastEVLightningRun  https://t.co/cdyMv40SP6,1.0,5326.0
3/2/2022,9:43:42,The average American will save $5000 a year owning a EV. It’s that simple. That’s just gas cost. #tesla $tsla,1,4915.0
2020-08-26,02:05:46,Yesterday was the day. I’m finally investor and owner. I have my new Tesla Model 3 Performance. Thanks @elonmusk for this magical car device! $TSLA  https://t.co/Z1wgXl93pY,1.0,1333.0
11/1/21,11:50:31,SPLIT THE DAMN STOCK! $TSLA,1,1090.0
1/25/2022,19:09:36,"@McDonalds @Tesla Someone made it a real thing and its up 1,100% lmao  https://t.co/hlZ4Z3iwjq",1,1560.0
12/25/21,15:30:58,Merry Christmas to all! 🎄  https://t.co/QhOMe02pxy,1,65906.0
11/25/21,11:55:25,"Thanks everyone for your amazing support on this incredible journey. Most of all, thanks to @elonmusk for having the vision, never giving up, and creating great wealth for all who believed. $tsla",1,4104.0
1/29/2022,10:02:47,10 Years ago Elon said EV is the future. Everyone rejected him. Now Elon is saying Robot is the future. The market also rejected him. We probably need another 5-10 years to prove that but a 20x opportunity is here $TSLA#Tesla,1,1641.0
2020-08-20,14:35:47,JESUS @Tesla and @elonmusk just putting their hands in our wallets at this point  https://t.co/q5KB1S9ZRh,1.0,47465.0
2020-09-13,20:57:18,Starting to feel like Elon is going to make Steve Jobs look tame. #BatteryDay #Tesla $tsla,1.0,1501.0
2/7/2022,14:42:00,I sold my current boss a @Tesla during my interview for the job I was applying for 😆. That was six months ago. This weekend he and his wife ordered a second one 👍🏼,1,1062.0
12/27/21,11:44:14,Tesla Model Q concept 🤍✨  @Tesla @elonmusk 📷: sugardesign_1  https://t.co/0jEyK23WaA,1,1582.0
2/18/2022,20:01:01,@RyanZohoury @TeslaCharging @Tesla And futuristic diner / drive-in theater planned for Hollywood area!,1,12657.0
2022-03-26,13:25:35,"@lybaballh3 @shortword @elonmusk @Tesla God could have prevented the accident to start with (if he was real) but since we’re acting like he exists, god caused the accident, and the Tesla changed the outcome 👍🏻",1.0,2596.0
2020-04-09,11:39:57,@MountSinaiNYC @Tesla You’re welcome!,1.0,3672.0
11/1/21,11:12:16,@silverph @ring @TOCNYS @Tesla @TeslaNY 🤣,1,4413.0
2020-05-11,13:32:53,@HidalgoCounty @JudgeCortez @GovAbbott @Tesla @john_jwitt Note is much appreciated,1.0,17306.0
1/15/2022,14:53:36,"The WSJ is reporting that: “In the wake of the outcry, the agency privately required Dr. Missy Cummings to recuse herself from any Tesla-specific matters…” - a victory for innovation and public safety! Great job tesla peeps! $TSLA #tesla #FSDBeta",1,1805.0
2022-04-05,09:27:42,一緒にドライブ行く？ テスラ何台か持ってるけどこのハンドルが..! Wanna go for a drive? I have a few Xs. Love this steering wheel.  #YOSHIKI   https://t.co/5NQxIs3TUy  @hiromichimizuno @Benioff @elonmusk @Tesla #driving #tesla #modelx #teslamodelx #la #hollywood #xjapan  https://t.co/G0wD46ItWr,1.0,5743.0
9/24/2021,19:38:20,"Is it just me or is @TESLAcharts the biggest Tesla bull out there? Only 200 deaths since what, 2012? Amazing. Unfortunately my father died in a gruesome ICE accident 14 years ago. His father died similarly. I probably won’t follow in those steps simply because I own a #tesla",1,370.0
4/20/2022,15:36:50,"I am going to be on a plane ✈️ during the Tesla earnings call 😭 — you know I’m a big nerdy Bull when this makes me bummed.   Tweet the good stuff for me, maybe I can’t get good WiFi!!",1,125.0
12/26/21,13:21:13,Model Y delivery rave 😆 Thank you @elonmusk and @Tesla team! Q4 +1!  https://t.co/a7uKL6sNnJ,1,2722.0
2/16/2022,21:29:04,Wish me luck @Tesla Twitter!  I’ve been working on polluting cars for over 10 years. It’s time for a change!  https://t.co/7BoOK4IYoM,1,1806.0
2020-05-10,10:18:21,This is Tesla's Giga Shanghai functioning smoothly during the time of C19 pandemic while ensuring proper safety measures of the employees @elonmusk @Tesla  https://t.co/4Vy3ukvPoS,1.0,4560.0
2020-12-25,08:58:57,Visualization of S&amp;P 500 index after adding $TSLA  https://t.co/QF4qShTELX,1.0,1720.0
2020-07-12,21:43:16,@Tesla Supercharging is even more insane than I realized. 10:40am 12 miles of range. 10:49am 133 miles of range!!!!!!  121 miles added in 9 minutes!!! This was at a V3 supercharger. Gas is dead.  https://t.co/nWIIJqtleK,1.0,5879.0
2020-12-07,23:21:39,"The people are voting:  Climate change is winning and will soon be more important than social networking, search and mobile phones.   $TSLA",1.0,5298.0
2/8/2022,6:26:11,This is awesome 👏 @elonmusk @tesla  https://t.co/SzOKZ6ewbf  https://t.co/LNLQ6hmAH7,1,3169.0
12/25/2021,11:27:20,"🎶 O Christmas Bear, O Christmas Bear Please don’t touch my Tesla! O Christmas Bear, O Christmas Bear Please don’t touch my Tesla! You come and visit every night, Your furry butt is quite a sight. O Christmas Bear, O Christmas Bear Please don’t touch my Tesla! 🎶  https://t.co/F61PDfq1Tc",1,276.0
2022-04-07,22:00:54,Tesla can't be stopped.  SpaceX can't be stopped. Dogecoin can't be stopped.   Elon Musk can't be stopped.   #dogecoin $Tsla @elonmusk,1.0,2075.0
2020-04-25,08:54:01,#earnings for the week    https://t.co/lObOE0dgsr   $AMZN $TSLA $MSFT $AAPL $AMD $BA $FB $LUV $MMM $GE $AAL $UPS $TWTR $PFE $CBSH $PEP $MA $GOOGL $GILD $SBUX $UAL $V $SPOT $MCD $XOM $F $CAT $TDOC $AMAT $AWI $CHKP $MRK $ABBV $WHR $QCOM $BP $KHC $CLX $HAS $ANTM $NOK $CMS $CNX $APRN  https://t.co/hMtO5gdbzM,1.0,2590.0
2020-10-15,14:44:06,"Can we take a moment to appreciate that right now there's a sex and weed joke on the front page of the world's most valuable automaker? Now @elonmusk please release the Model Y RWD with a $42,069 price? $TSLA  https://t.co/t4sjOASCro",1.0,1748.0
2/23/2022,8:05:33,New Car. New Plate. Can’t wait to see you all at the clubhouse! @BoredApeYC @yugalabs @Tesla  https://t.co/9PHGrYsOGR,1,1116.0
2/18/2022,22:00:30,I’ve owned 26 cars… my @Tesla Model S is the only car that I get into each time and cannot believe how great it is. A mastery of engineering and knowing what people want out of a car. Amazing.,1,2114.0
1/25/2022,18:52:19,"Here it is. Pls note this is fleshing out a scenario 10 years out. It is neither a forecast, nor an investment recommendation. I let you decide for yourself whether the $10Tn scenario for $TSLA has legs!  https://t.co/5OEdGuGSI8",1,1554.0
10/30/21,13:10:34,LOL - tesla $tsla #gordo,1,1654.0
2/3/2022,7:27:12,"Every time $aapl does a software update to fix “bugs” I’m going to say they’re recalling billions of iPhones. I mean, that’s essentially what the media does to $tsla knowing it’s just an over the air software fix.",1,1777.0
2022-04-08,10:30:11,$TSLA is down on the news that spiral potatoes weren’t served at the Cyber Rodeo.  https://t.co/ThVFJL09O5,1.0,970.0
2020-12-09,12:52:10,".@SpaceX &amp; @Tesla CEO Elon Musk are ""part of a broader tech exodus from Silicon Valley, with many executives and venture capitalists moving to Texas.""   Why?   In Texas, we like low taxes and low regulations. We like growing wages. And we like more jobs.  https://t.co/rugxqTmhpC",1.0,3913.0
2020-07-13,10:34:21,"If you liked Bitcoin at $20,000 you will LOVE $TSLA at $2,000",1.0,3262.0
2020-12-08,17:00:31,2020: Top 6 most valuable US Co.  1) $AAPL:        $2.1 trillion 2) $MSFT:       $1.6 trillion 3) $AMZN:      $1.6 trillion 4) $GOOG:      $1.2 trillion 5) $FB:             $813 billion 6) $TSLA:        $608 billion  #Tesla will be the #1 in 2025 if not earlier,1.0,2245.0
2/23/2022,16:04:37,Where some stocks are right now vs their 52-week high:  • $AAPL: -12.6% • $AMZN: -23.4% • $NVDA: -35.4% • $TSLA: -38.8% • $NFLX: -47.5% • $ARKK: -56.5% • $LCID: -58.6% • $NIO: -62.8% • $PLTR: -64.4% • $RIVN: -68% • $CRSP: -68.6% • $BYND: -71% • $HOOD: -87.2%,1,2096.0
2022-03-17,12:08:05,"Hey ⁦@elonmusk⁩, please extent 2nd free color to Europe. Too many white @tesla cars here  https://t.co/DPZeExygqN",1.0,1517.0
2020-09-22,16:14:47,I want to tweet what’s happening here at tesla. But I’m not allowed. This is super cool. Wait till you see the livestream. Elon is amazing. LOL $tsla don’t miss this...,1.0,1069.0
1/25/2022,10:13:20,Daaaaaaaaamn!! $TSLA Gordy getting cocky!  https://t.co/WGkY9kzDpH,1,1418.0
11/9/21,19:12:50,"When in doubt, Zoom Out $TSLA  https://t.co/uDdmIIjgmt",1,2481.0
11/7/21,21:36:42,"Hey @elonmusk I think you broke the simulation. You even have Gordy defending you this time around. Wow, I can’t believe this is actually happening. 🤩 😂 😂 this is crazy stuff man. $TSLA  https://t.co/eksZAKwKSp",1,1486.0
2020-11-26,12:13:51,"Elon. Very grateful for your passion and dedication to sustainable transportation, tesla and the EV community. You’ve built something truly special and incredible. So happy to be along for the ride. Mother Nature thanks you as well. $tsla @elonmusk  https://t.co/NXxZw7Aydc",1.0,1160.0
2/20/2022,3:51:02,"@TeslaOwnersEBay @WholeMarsBlog @teslaownersSV @MadonnaInn @telsa @SjvTesla @TeslaClubSoCal @TeslaClubLA @TeslaOwnersNBay @MyTeslaAdventur @teslaownersriv1 @OCTeslaClub @Tesla Depends mostly on FAA certification, but hopefully within 6 months.   We’re testing on Gulfstreams to debug issues, but deployment priority is commercial airliners.",1,3016.0
2020-08-10,21:33:58,@Mark_Goldberg_ @Tesla I was trying to channel Herb Tarlek from WKRP  https://t.co/0RC72S0ZAY,1.0,1787.0
2020-08-29,12:18:29,Tesla Works with Massive Retailer Target to Install Superchargers in Many Cities  This is a great move from @Tesla &amp; @Target 👍🏻👍🏻 win win for both!  $TSLA $TGT  via @Tesmanian_com  by @EvaFoxU &amp; @SmokeyShorts   https://t.co/cpyXEBkPeB,1.0,1313.0
11/23/21,14:25:25,"Funny Easter egg in the new Model S @_bennettm_ showed me, if your bass is all the way up and you bring the sub all the way as well it does this:  Nice one @elonmusk 🤣 @Tesla #Tesla #ModelS  https://t.co/cNKozAVNyY",1,1178.0
1/27/2022,15:21:22,Don’t often get these gifts. #tesla $tsla,1,1659.0
12/12/21,0:03:49,🇸🇬🚘 Final poll results for 2021 Singapore Car of the Year. @Tesla Model 3 has more votes than the #2 and #3 options combined. @TeslaOwnersSG  https://t.co/qLIdmGgn3d,1,1934.0
12/23/21,12:25:11,Solid journalism in the @WSJ front page report. Elon sleeps at a rich guys house in Austin sometimes. BIG NEWS. He doesn’t always stay at the little house. HELLO WSJ. #tesla $tsla,1,1913.0
9/21/2021,0:35:27, https://t.co/U0jZTV4mKZ - Tesla Is About To Go Crazy (+ Bear Gets OWNED)  NEW  $TSLA #Tesla @Tesla  https://t.co/TTXqxEeXjr,1,181.0
2/6/2022,23:33:52,Giga Texas is galactically huge!  #Tesla @Tesla $TSLA @WholeMarsBlog @elonmusk @starwars  Photo: @peterdog15  https://t.co/nkIAg0RJZo,1,5516.0
2020-12-21,09:30:18,Elon is very tweety for the end of the quarter... $tsla #tesla looking like it will beat delivery numbers.  Thanks China.,1.0,1063.0
1/21/2022,10:26:32,"Current status: Buying Feb $TSLA calls like a drunken sailor.  “Because Netflix and Peloton had bad earnings on declining sales, we should sell $TSLA today because their continuing record high sales and earnings won’t count now” -The Market, probably",1,1314.0
3/2/2022,4:33:04,"Why does Elon care that Biden snubbed $TSLA again in his SOTU speech last night? Biden is beholden to the UAW and TSLA is non-union. TSLA doing just fine without Biden. FY’22 vols should surge +71% after soaring +87% in FY’21. TSLA FY’22 EPS $12.80E, up +471% from $2.24 in 2020.",1,1644.0
2022-04-03,10:04:30,Mary had a little lamb called GM.  $GM $tsla #tesla #ev,1.0,784.0
2020-08-20,11:58:14,Aka 162 hours of uninterrupted wifi,1.0,8447.0
2020-11-16,17:37:34,"What a week for Elon, Launches 4 people into space, gets added to the S and P 500 and gets covid. #tesla $TSLA",1.0,2409.0
11/18/21,0:20:48,Da fuck is this fuckery? 🙈  $TSLA #Tesla    https://t.co/2lRNTzWDK0,1,2438.0
2020-11-18,13:12:49,I bought $1 million of Tesla $TSLA.  I think Elon will do well!,1.0,29622.0
10/12/2021,9:57:04,"BREAKING NEWS:  After removing radar from Tesla vehicles and using only pure vision, any bear in sight will get SMASHED!📈 🐻  $TSLA #Tesla  https://t.co/bQ0HSLNh3a",1,986.0
1/2/2022,22:52:31,"@pizdets17 Early 2010: Apple bulls are thrilled that it sold 1/12th of the phones Nokia did, while being 10x the market cap. 2010 gonna be lit.  AAPL was trading at $7, obviously overvalued and a good short &amp; NOK at $14 the investment of the century.  https://t.co/3abJLgjiS5",1,520.0
2022-04-04,12:01:52,My last five $TSLA purchases. Thank you $TSLAQ for your contributions.  https://t.co/YJcc8vNWHd,1.0,589.0
2022-03-19,07:16:39,"Returns, Last 10 Years... Bitcoin $BTC: +890,500% Tesla $TSLA: +12,717% NVIDIA $NVDA: +7,791% Netflix $NFLX: +2,323% Amazon $AMZN: +1,643% AMD $AMD: +1,284% Domino's $DPZ: 1,137% Microsoft $MSFT: +1,033% Apple $AAPL: +816% Google $GOOGL: +770% S&amp;P 500 $SPY: +283% Gold $GLD: +4%",1.0,3733.0
10/25/2021,16:36:14,this market is easy to manipulate.. low volumes and all liquidity comes from options.. tesla has been manipulated to reach this level.. this is not question of being bulls/bears this is real wall street mafia,1,191.0
2020-09-28,19:52:39,Biggest mistakes of the century:  80s: Apple $AAPL is only a PC maker 💻  90s: Amazon $AMZN is only an online bookstore 📚   00s: Google $GOOG $GOOGL is only a search engine 🌐  00s: Netflix $NFLX is only a DVD rental company 📀   10s: Tesla $TSLA is only an automaker 🚗,1.0,4496.0
2022-04-06,14:34:23,"I do like being right. For those that followed my tweets, congrats. You deserve it. $TSLA",1.0,959.0
2020-06-30,16:11:22,"$TSLA hits $200B! 🍾🎉  plan on hodling mine to $1T, possibly $2T",1.0,1373.0
3/12/2022,0:03:37," https://t.co/aU1v2culxb - Tesla Bull Goes CRAZY: Stock “Best Value"" EVER  NEW  $TSLA #Tesla @Tesla #TeslaStock  https://t.co/YHRg479mCY",1,205.0
11/16/21,6:33:12,"If $RIVN market cap continues to rise by 10% per day, and $TSLA continues to fall by 2% per day, in three weeks $RIVN will be worth more than $TSLA. 🤣",1,2224.0
4/20/2022,18:23:38,@WholeMarsBlog NEXT QUESTION FROM GORDO JOHNSON: Why don’t solar panels make energy at night!? $TSLA 🤣,1,188.0
2022-04-09,10:56:56,Finally it's back!! Breaking @DirtyTesLa @WholeMarsBlog Thank you for listening!!!🔥🔥🔥 @Tesla @elonmusk  https://t.co/AqLr5JWNgR,1.0,767.0
11/7/2021,18:58:03,"Bloody Dan Ives chasing my $TSLA bull case price target. Not quite there yet though, DAN 😉  Access my Tesla price targets (bear, base &amp; bull case) over next 10 years here:  https://t.co/SZfFF4fl2A",1,458.0
10/3/2021,8:13:37,"I found the perfect “@Tesla is essentially a busted growth story” graph for Gordy! I cannot essentially find another argument for him to sell his ridiculous bear story tomorrow on @SquawkCNBC.  Somebody please send it to him, I’m essentially blocked so I can’t do it 🤷🏼‍♀️  https://t.co/ZGXpv5beeq",1,167.0
2020-03-10,16:09:41,@EvaFoxU @Autozeitung @Tesla ⚡️,1.0,2629.0
2/5/2022,13:55:35,Tesla has always been overlooked and ignored. @tesla was the one company who single-handedly accelerated the EV movement and now the old auto companies are following. Let’s be able to give credit and acknowledge @elonmusk @tesla rather than ignoring. #justsayIt  📸@AdQuick  https://t.co/OFERdZzvOL,1,6720.0
1/14/2022,18:54:27,#Dogecoin is now officially on Tesla's balance sheet.   $tsla,1,2144.0
2022-03-25,14:25:46,Giga Berlin-Brandenburg is just sooooo 🔥 LFG!!!! @elonmusk 📽: @Tesla IG  https://t.co/eIINsHCbsT,1.0,3132.0
2020-09-24,22:51:42,Who else can say their 2 year old car has gone up in value $2K+ since last month besides @Tesla owners? 😆  https://t.co/pnPMKBZHNc,1.0,1028.0
9/24/2021,13:21:08,"Final tally was disruptors voted 97% vs experts voted 3%. The Tesla bulls have spoken: we are for the force that shape the future. Let the past pass. We are disruptors, the force of good for human, Teslabot and cyborgs. We are Tesla bulls, resistance is futile!",1,769.0
2022-04-06,19:20:34,Landed in Austin Texas. 4:20 LA time. #CyberRodeo $tsla #tesla,1.0,937.0
2020-10-06,17:13:15,Driving through #Norway in a #TeslaModel3 was one of my most remarkable experience ever. Thank you @Tesla @elonmusk  https://t.co/4QY9FpcpRh,1.0,1135.0
11/6/21,7:53:02,Took delivery yesterday! But I’m  disappointed to discover that this is not a car. It’s literally a robot on wheels. Thank you @Tesla @elonmusk #Model3 #SR+ ⚡️  https://t.co/6NRQxWxm0U,1,2034.0
11/11/21,14:07:43,"Once you get a @Tesla, there is no going back. Walking around seeing other cars and there is no comparison. $TSLA",1,1629.0
2022-03-17,17:23:56,"I’ve updated my $TSLA PT, which remains $1,600. I’m now using a forecast of 2026 TSLA EPS of $55, applying a 2026 P/E of 45x (to reflect slowing TSLA forward growth), and discounting back at a 12.1% cost of equity, which reflects a 2.5% 10yrTY, a 6% ERP, and a 1.6x TSLA beta.  https://t.co/rJ5dFgSraF",1.0,1596.0
2020-09-22,01:35:07,"Apple, Samsung and now Tesla... Maharashtra is no longer a part of the conversation. The trifecta of being the Educational Capital, Manufacturing &amp; Automotive Hub, and IT Center makes #Pune an ideal candidate for @Tesla Research Center..but for the pro-activeness of leadership.",1.0,1558.0
2020-12-24,23:21:34,Merry Christmas to EVERYONE except anyone who doesn’t like @Tesla :),1.0,1658.0
2022-04-08,00:25:28,It was epic. #cyberrodeo $tsla #tesla  https://t.co/Q4tLKo7OeC,1.0,1793.0
11/4/21,14:13:16,How it’s felt owning Nvidia $NVDA and Tesla $TSLA recently 👀😂  https://t.co/k0I2phl4qW,1,2133.0
2022-03-22,11:34:17,Q1 will be a monster quarter. I’ve never been more excited to see delivery and earnings numbers. $TSLA,1.0,1526.0
2020-07-02,07:23:06,$TSLA forward P/E 9/30/19: 43.29 7/01/20: 303.03,1.0,1549.0
2022-03-15,09:44:24,Tesla raising prices on all cars. Demand through the roof and costs rising why not add some margin. $tsla #ev,1.0,1318.0
2020-06-30,19:42:09,"Oklahomans, we're getting close to the final @Tesla decision and we need your help to make one final push.   Please go to  https://t.co/u5gUYZTX3h, make a few clicks and send @elonmusk a personal tweet at the end.   Let's make Oklahoma Cybertruck country! #OklaProud #tulsa4tesla",1.0,4403.0
2020-07-01,16:08:56,"Just saw the congratulatory email from @elonmusk to the @Tesla team. He was very appreciative of their hard work this quarter, and doing what good leaders do: Building people up.",1.0,1007.0
11/11/21,2:48:59,BREAKING:  recent 13F fillings shows that Goldman Zachs and Barclays bought about 1.4m shares of $TSLA each!  @elonmusk @WholeMarsBlog @TSLAFanMtl @SawyerMerritt @Teslaconomics @garyblack00 @28delayslater,1,1270.0
2020-04-02,06:44:00,"Dear @elonmusk @Tesla , a number of African countries aren’t in your delivery region and are or will be in desperate need of these ventilators, please kindly consider this for the distribution of these ventilators. Thank you for making a difference 🙏🏾❤️",1.0,1798.0
2022-03-18,12:23:45,"NEWS: @Tesla announced that they recently worked with Neoen to deliver one of the largest batteries in the world in Moorabool, Victoria, Australia.  The install was a 450MWh Tesla Megapack. It can store enough energy to power 1 million homes for 30 minutes. @elonmusk  https://t.co/suMouTu9Fo",1.0,3650.0
2020-10-22,11:44:42,This evening I had the opportunity to participate in a video call by Industries Minister @Subhash_Desai ji with @Tesla team to invite them to Maharashtra. I was present not because of just the investment but my firm belief in electric mobility &amp; sustainability  @elonmusk,1.0,4073.0
