2020-08-20,13:05:41,"$TSLA hits $2,000 per share on the 3 year anniversary of Tesla Daily :)  https://t.co/NZ8Mzchn2C",2.0,2430.0
12/9/21,12:36:34,Wonderful photo!!!🦅🦅🦅🦅  📷:@teslaplaza @Tesla @elonmusk  https://t.co/a3AZDPaAL4,1,2339.0
2020-12-27,21:41:43,"Not so long ago, @elonmusk never would have dreamt of going on a vacation the last week of Q4.    Enjoy, sir. Relax after an amazing year.   #Mahalo #bullish #Q4Secured #tesla $TSLA",1.0,2468.0
2020-03-22,16:02:11,"Tesla Model Y Performance Beats The Official Spec in The Real World Test  Again under promise and over delivery by @elonmusk &amp; @Tesla team!! Well done 💪🏻💪🏻💪🏻  Btw, where’s my Model Y 😅? Still waiting since day 1. $TSLA #Tesla #ModelY  https://t.co/T46wxUfBdu",1.0,1565.0
2020-03-31,13:47:49,@elonmusk @Tesla Dejar Mr Musk. My name is Roberto Dib Ashur. I am the Minister of Economy of Salta Province. In the north of Argentina. I would be interested in receving ventilators for my province. Can you provide me please contact information for further details? Thanks much.,1.0,2375.0
10/31/21,13:06:05,Happy Halloween Tesla Family!!!!!! 🎃👻  📸:eslamike_ @Tesla @elonmusk  https://t.co/9e2vOmYorR,1,3178.0
2022-04-06,14:34:23,"I do like being right. For those that followed my tweets, congrats. You deserve it. $TSLA",1.0,959.0
2022-04-04,21:03:13,The most entertaining outcome is the most likely. Elon owning twitter. 😂 $twtr #tesla $tsla,1.0,1957.0
2/23/2022,18:10:15,It feels horrible. Like it will never end. Hate to say it. But that’s the time… people make fortunes. #tesla $tsla,1,1743.0
2022-03-19,23:16:02,“Microns not millimeters” - @elonmusk  .@Tesla Giga Berlin is going to be something special 🤩  https://t.co/aNgiqFLxL4,1.0,6163.0
2020-05-11,16:21:19,"From what I gather, @Tesla was told they could operate by the state of CA but Alameda County illegally overrode that decision. @elonmusk can you confirm? People are so quick to jump to conclusions but it's good to remember there's usually more behind the scenes.",0.0,11786.0
2022-04-08,09:42:48,"Investor Ron Baron has been one of Tesla’s, $TSLA, largest shareholders for years, and he has no plans to change that. “I think for Tesla this is the very beginning of what they’re doing.”   Do you agree with him?",2.0,673.0
11/6/21,16:23:12,Maybe we do solve world hunger @elonmusk ? #tesla $tsla,1,1699.0
2020-05-21,09:10:35,That @Tesla factory @elonmusk threatened to move from California to Texas if he couldn't reopen?  Turns out it's got dozens of pending environmental violations.   https://t.co/UH17aFfwfX,1.0,3700.0
2020-10-22,20:05:57,$TSLA closed today with +0.75% ONLY  with the all time record Q3 result??   Unbelievable,1.0,1369.0
11/11/21,16:41:47,"can’t believe I’ve done over 10,000 miles in my Model Y! $TSLA   best product I’ve ever bought! s3xy, safe &amp; fun ⚡️@elonmusk @Tesla 🙏  https://t.co/kd28i8h3OO",1,2566.0
2022-04-04,15:15:27,Sometimes I wonder if those who miss out on $TSLA this decade will look back through our bullish tweets and wonder why they didn’t get the message sooner.   But I don’t think they will actually dig through our tweets. Many will claim we were lucky and holding $TSLA is “unfair”.,2.0,1436.0
2020-10-22,10:44:24,"#Tesla posts operating income 38% above expectations, targets sequential delivery growth of 30% off their best quarter ever, and drops an update allowing their cars to autonomously drive around cities.  $TSLA stock? +1%.  https://t.co/opO6jHbZ14",2.0,1480.0
2020-08-27,13:43:49,Tesla market cap now about $420 billion. Congrats @elonmusk @Tesla ! $tsla,1.0,9523.0
1/30/2022,23:45:46,Happy Chinese New Year of the Tiger 2022!  @elonmusk @Tesla  https://t.co/8wJZuHPGSR,1,15085.0
2020-03-31,07:57:17,Happy Birthday Tesla Model 3! 4 years ago today it was unveiled and became the “iPhone moment” of the car industry @tesla ⁦@elonmusk⁩  https://t.co/eS37SJo6Uc,1.0,1456.0
2020-03-14,21:36:47,The #teslamodely is soo much more awesome in person 😍😍😍😍 #tesla @elonmusk @Tesla  https://t.co/1ZISwKbx4r,1.0,1314.0
2022-04-08,20:08:25,"""We're proving that #bitcoin mining can fund green energy infrastructure,"" says Blockstream CEO @adam3us discussing their fully solar-powered mining project with @blocks and @Tesla   https://t.co/Ke6Hyl4uup",1.0,1664.0
2/15/2022,20:52:09,New #Tesla addition to my garage! Hand made 🥳 ⁦@Tesla⁩ ⁦@elonmusk⁩ $TSLA  https://t.co/OKmj6EGpIA,1,1805.0
2020-07-03,23:56:58,@GovStitt @Tesla @BearAgencyGroup @signal_factory Thanks for hosting me in Tulsa today!,1.0,2130.0
2020-10-20,14:27:55,"Some comedy for Tesla fans pre earnings. My friends at Bullish created this mash up video of TV spots, me vs the FUD slinging short sellers and analysts who were all wrong about Tesla... Tesla supporters and @elonmusk - Enjoy. $TSLA #ClimateAction #CNBC #stocks @Tesla  https://t.co/ifuHzY83bz",2.0,4698.0
2/27/2022,22:30:24,"$TSLA grand opening ceremony set for Mar 22-23. According to @voight_alex Tagesspiegel th 🇩🇪 reports Giga Berlin will receive its construction permit on March 3 or 4, with production permits within a couple weeks.  https://t.co/9ofdUbs6e7",1,1683.0
2020-06-29,10:27:39,"1yr ago, I picked up my Model 3. 13,000 miles later, still the greatest vehicle and experience I have ever had. Have had zero issues, and zero maintenance besides tire rotation. Love this car, and the community involved. Thanks ⁦@elonmusk⁩ for making the future! @Tesla  https://t.co/igA2SGvD6S",1.0,8432.0
2/5/2022,13:55:35,Tesla has always been overlooked and ignored. @tesla was the one company who single-handedly accelerated the EV movement and now the old auto companies are following. Let’s be able to give credit and acknowledge @elonmusk @tesla rather than ignoring. #justsayIt  📸@AdQuick  https://t.co/OFERdZzvOL,1,6720.0
2020-03-07,15:00:45,Ceremony by the water in Halifax NS after the first successful cross Canada EV non-stop road trip. Official time: 73 hours 27 minutes  @elonmusk @Tesla @cleantechnica @InsideEVs @Teslarati  https://t.co/bRa6Ixz1uX,1.0,1668.0
2020-07-28,02:51:25,Advices for new $TSLA investors  1. Long hold &amp; don’t time the market 2. Needs BIG BALLS for volatilities  3. Go read Elon’s secret plans 1 &amp; 2 4. Avoid opinion articles from MSM 5. Able to think independently  6. Focus on facts &amp; fundamentals  LAST ONE: Get yourself a Tesla.,1.0,1411.0
11/1/21,15:54:06,"BREAKING: Tesla stock has surpassed $1,200 and a $1.2 Trillion market cap. Tesla needs to hit $1,671 to surpass $AMZN market cap of $1.68T. $TSLA is now up over 67% in just the last 30 trading days and has added $485 Billion to its market cap.  https://t.co/dzGpTLlRdK",2,1760.0
12/16/21,23:32:38,Elon Musk has exercised options to buy 2.15 million more $TSLA shares at $6.24 per share,2,2402.0
2022-03-26,14:34:29,"@elonmusk Unsure why the CEO of @Tesla needs this explained: Twitter is a privately owned virtual town square. So if you entered an actual privately owned town square, say Downtown Disney, and your behavior was unacceptable, the Mouse has every right to bounce you off the premises.",1.0,2747.0
2020-11-04,18:34:52,I see another $TSLA stock split within the next five years (highly possible sooner than that). Feel free to revisit this tweet in the future 😉,1.0,1285.0
2020-12-08,09:31:07,So Elon sold $5 bil at $500 and another $5 bil at $650. Elon knows what’s he’s doing and getting cash for this stock price is brilliant and barely dilutive. It an ATM machine.  $tsla,1.0,1323.0
2022-04-01,20:05:54,Elon Musk has confirmed that $TSLA will produce the $AAPL car,1.0,3171.0
2020-10-02,13:35:49,I bought a few more $TSLA shares today. The price was right 😆  https://t.co/VAojcsN5DI,1.0,10846.0
2022-04-04,11:48:42,"$TSLA catalysts - 4/4 1/ Austin opening Apr 2/ 1Q EPS/WS revisions Apr 3/ Stock split announce Apr 4/ S&amp;P Inv Grade Credit Apr 5/ Biden $8K EV credit June 6/ New gigas (UK, East US) 4Q 7/ FSD full release 4Q 8/ Cytruck/Semi launches FY’23 9/ M-25K launch FY’24 $1,600 PT 6-12 mo",1.0,1366.0
11/2/21,0:05:46,I guess that’s the same as @elonmusk saying “ $TSLA stock price is too high imo”….,1,1490.0
2020-07-08,20:41:24,I know everybody has just accepted that $TSLA is going to magically produce a GAAP profit in Q2 and join the S&amp;P. You can’t run two automotive factories at half capacity and be profitable. We’ve normalized massive accounting fraud because the stonk price is high. Just saying.,1.0,929.0
2020-07-24,11:45:59,"@realDonaldTrump @elonmusk @Tesla Thank you, President Trump.   You have my vote this November.",1.0,2411.0
11/10/21,1:22:45,"When your products are SO good, OTHER companies pay to promote them.  $TSLA $HTZ",1,2607.0
1/27/2022,7:09:00,"Don't use the ""no new models"" as negative for $TSLA. Why would any company want to introduce new models and slow production on their highest margin products? Especially when their current models are sold out for years to come. Time to wake up people. Elon made a great decision.",1,1508.0
2020-09-04,07:22:25,$tsla,1.0,2060.0
12/19/21,18:04:18,Now here’s the tweet that I’m blowing the Cyber whistle at Giga TX @tesla @elonmusk ✨🥳👍  https://t.co/QiYP4Nrlpv,1,2259.0
2/17/2022,0:52:37,I’ve put so much of my life energy into @tesla and it’s probably caused about 2/3 of all my personal and professional pain. @elonmusk. We appreciate all you have done Elon.   https://t.co/nHfyvH2l2L,1,4646.0
2020-11-23,11:12:27,"At $492 billion, Tesla's market cap is now higher than the market cap of... GM Ford Fiat Chrysler Honda Hyundai Daimler Ferrari BMW &amp; Volkswagen.... Combined.  $TSLA  Data via @ycharts  https://t.co/zEOzwS160r",1.0,1299.0
2/25/2022,4:54:48,That's not how valuations work. You can't compare Einstein to 10 monkeys and then argue that Einstein is a monkey. $TSLA,1,1546.0
2022-03-30,22:01:53,"If Tesla does a 20:1 stock split, how much will your portfolio increase in value for every $1 increase in $TSLA share price?  You might be shocked by the answer lol.",1.0,2035.0
2020-10-02,11:47:40,"Over the last 9 months, Tesla has delivered more vehicles than they did in the 10 year span of 2008 - 2017. $TSLA @elonmusk",2.0,2678.0
2022-04-08,00:03:22,"Thanks @Tesla for having me today.  Y’all throw one hell of a party! Shoutout to everyone that put it together.   Also, was awesome meeting some of you guys today! Everyone was super chill. Now on to TeslaCon tomorrow! 🤠",1.0,2030.0
11/25/21,16:49:10,"Once Elon is done selling shares, $TSLA should roar higher into YE, as 1/$8K EV credit passes, 2/Berlin/Austin open, doubling capacity and driving EU price parity, 3/FY’22 Vol/EPS increase 20-30% as global EV adoption soars &gt;10%, 4/TSLA is raised to investment grade. 12/9 bonus.  https://t.co/5Kc1c28xEM",2,1686.0
2020-11-26,12:13:51,"Elon. Very grateful for your passion and dedication to sustainable transportation, tesla and the EV community. You’ve built something truly special and incredible. So happy to be along for the ride. Mother Nature thanks you as well. $tsla @elonmusk  https://t.co/NXxZw7Aydc",1.0,1160.0
2020-12-20,15:52:37,It looks like Elon Musk is extending another of his companies into Texas.  He already has @Tesla &amp; @SpaceX operations here.  Now he’s expanding his boring company in Texas—which is a tunnel-building construction business.  More news later.  @elonmusk     https://t.co/wOgq27WKoL,1.0,3594.0
11/23/21,22:27:19,"BREAKING: Elon Musk has sold an additional 934,091 $TSLA shares, for a total of a approximately $1 billion, today.",0,1486.0
2020-05-07,17:35:20,@EvaFoxU @Tesla Way more important than it sounds,1.0,2678.0
2020-05-10,09:30:40,"How about Knox County? We're a great place to live, work, and raise a family. Low taxes, business friendly, and an innovation hub.  @elonmusk @Tesla  https://t.co/UehrlRqILY",1.0,1586.0
2022-04-09,17:48:23,Spotted: New $TSLA Chief Accounting Officer    https://t.co/lirOFbyJVW,1.0,701.0
2020-09-02,00:14:44,"Show of hands 🙋🏻‍♂️🙋🏻‍♀️, who’s getting a CyberTruck?  @Tesla #cybertruck  https://t.co/xySJOoWCdP",1.0,1620.0
2020-04-05,18:22:53,Just when you thought @latimes couldn't stoop any lower in its coverage of @Tesla and @elonmusk 😂😂😂  $TSLA  https://t.co/HDGw44H6hC,1.0,1670.0
2022-04-06,10:56:35,tomorrow’s going to be a banger.  fired up to see @tesla #GigaTexas  https://t.co/0In48sQFJA,1.0,956.0
12/22/21,8:58:29,Told you a year ago: Tesla at $400 is a bargain. Told you last week $TSLA at $890 is a bargain. Telling you today: Tesla at $950 is a bargain.,2,2054.0
2020-07-06,19:44:46,i’m sorry but $TSLA has been way nicer to me than bitcoin over the last 12 months,1.0,1323.0
2022-04-09,17:30:00,".@Tesla’s Fremont factory was the most efficient factory in the USA in 2021. Yes, the same factory shown on the top of this illustration from @elonmusk ‘s #CyberRodeo talk.  I’m a hair bullish on Giga Austin.  https://t.co/VTy8O7mzT5",1.0,1096.0
11/1/21,11:50:31,SPLIT THE DAMN STOCK! $TSLA,1,1090.0
2020-11-09,19:09:20,The first Tesla taxi in NYC just hit the streets as the city’s only electric yellow cab. The plan is for hundreds more to join it. 🚕🔋🗽  https://t.co/hFvKPB1OHS $TSLA #Tesla #EV #TeslaTaxi  https://t.co/VRTSbQReht,1.0,4928.0
1/26/2022,12:11:57,Someone just made a $13 million bet on $TSLA $945 calls that expire on Friday.,1,1489.0
